,ID,Customer ID,Region,Store,Date,Week,Phone Type,Phone Model,Agreement,Tenure,Credit Category,Down payment,Per Month for phone,Plan For,Type,Plan Name,Line,per month for plan ,Price
4369,4370,###,Midwest,Store 10,1/15/2017,3,Android,HTC Bolt,Installment,24,Good Credit,0,25,Phone,Regular,Unlimited Freedom,3,90,25
4370,4371,###,North East,Store 5,1/6/2017,1,Android,LG Stylo 3,Installment,24,Good Credit,0,11,Phone,Regular,Unlimited Freedom,2,80,11
4371,4372,###,West,Store 8,3/22/2017,12,Android,Samsung S8,Lease,18,Building Credit,225,18.75,Phone,Promo,Unlimited Freedom,1,50,243.75
4372,4373,###,North East,Store 1,3/11/2017,10,Android,Samsung S8,Installment,24,Good Credit,0,31.25,Phone,Regular,Unlimited Freedom,5,150,31.25
4373,4374,###,Midwest,Store 2,3/25/2017,12,Android,Samsung J3 Emerge,Installment,24,Good Credit,0,7,Phone,Regular,Unlimited Freedom,1,60,7
4374,4375,###,Midwest,Store 10,2/6/2017,6,Apple,iPhone 7,Lease,18,Building Credit,150,18.76,Phone,Promo,Unlimited Freedom,1,50,168.76
4375,4376,###,South,Store 11,3/22/2017,12,Android,Samsung S8+,Lease,18,Building Credit,250,21.54,Phone,Regular,Unlimited Freedom,3,90,271.54
4376,4377,###,North East,Store 17,1/24/2017,4,Android,Samsung S8,Lease,18,Building Credit,225,18.75,Phone,Regular,Unlimited Freedom,3,90,243.75
4377,4378,###,North East,Store 5,3/4/2017,9,Android,LG Stylo 3,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,4,120,34.96
4378,4379,###,Midwest,Store 2,1/27/2017,4,Android,Samsung S8+,Installment,24,Building Credit,250,25,Phone,Regular,Unlimited Freedom,1,60,275
4379,4380,###,Midwest,Store 2,1/27/2017,4,Android,LG Stylo 3,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,1,60,34.96
4380,4381,###,South,Store 7,1/20/2017,3,Apple,iPhone 7,Lease,18,Building Credit,150,18.76,Phone,Promo,Unlimited Freedom,5,120,168.76
4381,4382,###,Midwest,Store 18,1/24/2017,4,Android,HTC Bolt,Installment,24,Building Credit,50,22.92,Phone,Regular,Unlimited Freedom,4,120,72.92
4382,4383,###,North East,Store 13,2/16/2017,7,Apple,iPhone 7 Plus,Lease,18,Building Credit,200,20.98,Phone,Regular,Unlimited Freedom,3,90,220.98
4383,4384,###,West,Store 4,3/1/2017,9,Android,LG G6,Installment,24,Building Credit,200,6.42,Phone,Promo,Unlimited Freedom,5,120,206.42
4384,4385,###,Midwest,Store 14,3/21/2017,12,Android,Samsung S8+,Installment,24,Good Credit,0,35.42,Phone,Promo,Unlimited Freedom,5,120,35.42
4385,4386,###,Midwest,Store 2,3/15/2017,11,Android,Samsung S8,Lease,18,Good Credit,0,31.25,Phone,Promo,Unlimited Freedom,5,120,31.25
4386,4387,###,North East,Store 5,1/27/2017,4,Apple,iPhone 7 Plus,Installment,24,Building Credit,200,23.75,Phone,Promo,Unlimited Freedom,5,120,223.75
4387,4388,###,South,Store 7,1/9/2017,2,Android,HTC Bolt,Installment,24,Good Credit,0,25,Phone,Promo,Unlimited Freedom,1,50,25
4388,4389,###,South,Store 7,2/15/2017,7,Android,LG Stylo 3,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,3,90,34.96
4389,4390,###,North East,Store 1,3/26/2017,13,Apple,iPhone 7 Plus,Installment,24,Good Credit,0,32.09,Phone,Regular,Unlimited Freedom,5,150,32.09
4390,4391,###,West,Store 4,2/5/2017,6,Android,HTC 10,Installment,24,Building Credit,150,20.8,Phone,Regular,Unlimited Freedom,2,80,170.8
4391,4392,###,South,Store 15,3/11/2017,10,Apple,iPhone 7,Installment,24,Good Credit,0,27.09,Phone,Regular,Unlimited Freedom,5,150,27.09
4392,4393,###,Midwest,Store 18,3/28/2017,13,Android,Samsung J7 Perx,Installment,24,Good Credit,0,11,Phone,Regular,Unlimited Freedom,5,150,11
4393,4394,###,South,Store 3,3/27/2017,13,Android,Samsung J3 Emerge,Installment,24,Building Credit,25,5.96,Phone,Regular,Unlimited Freedom,3,90,30.96
4394,4395,###,North East,Store 1,2/25/2017,8,Apple,iPhone 7 Plus,Lease,18,Building Credit,200,20.98,Phone,Promo,Unlimited Freedom,5,120,220.98
4395,4396,###,South,Store 11,3/2/2017,9,Apple,iPhone 7 Plus,Lease,18,Building Credit,200,20.98,Phone,Promo,Unlimited Freedom,5,120,220.98
4396,4397,###,North East,Store 1,1/8/2017,2,Apple,iPhone 7 Plus,Lease,18,Building Credit,200,20.98,Phone,Regular,Unlimited Freedom,1,60,220.98
4397,4398,###,South,Store 19,1/10/2017,2,Apple,iPhone 6S,Installment,24,Building Credit,75,18.96,Phone,Regular,Unlimited Freedom,1,60,93.96
4398,4399,###,South,Store 3,3/12/2017,11,Android,Samsung J7 Perx,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,2,80,34.96
4399,4400,###,North East,Store 5,1/23/2017,4,Android,HTC 10,Installment,24,Building Credit,150,20.8,Phone,Regular,Unlimited Freedom,1,60,170.8
4400,4401,###,North East,Store 13,2/23/2017,8,Apple,iPhone 7 Plus,Installment,24,Good Credit,0,32.09,Phone,Regular,Unlimited Freedom,3,90,32.09
4401,4402,###,Midwest,Store 18,2/16/2017,7,Apple,iPhone 6S,Installment,24,Good Credit,0,22.09,Phone,Regular,Unlimited Freedom,2,80,22.09
4402,4403,###,West,Store 8,2/8/2017,6,Apple,iPhone 6S,Installment,24,Building Credit,75,18.96,Phone,Regular,Unlimited Freedom,5,150,93.96
4403,4404,###,North East,Store 9,2/12/2017,7,Apple,iPhone 7 Plus,Installment,24,Good Credit,0,32.09,Phone,Regular,Unlimited Freedom,2,80,32.09
4404,4405,###,North East,Store 17,3/10/2017,10,Apple,iPhone 6S Plus,Installment,24,Building Credit,100,22.09,Phone,Regular,Unlimited Freedom,2,80,122.09
4405,4406,###,Midwest,Store 14,1/21/2017,3,Android,HTC 10,Installment,24,Building Credit,150,20.8,Phone,Regular,Unlimited Freedom,2,80,170.8
4406,4407,###,West,Store 4,1/1/2017,1,Apple,iPhone 7 Plus,Lease,18,Good Credit,0,32.09,Phone,Regular,Unlimited Freedom,3,90,32.09
4407,4408,###,North East,Store 17,2/3/2017,5,Apple,iPhone 7,Installment,24,Good Credit,0,27.09,Phone,Regular,Unlimited Freedom,4,120,27.09
4408,4409,###,West,Store 4,3/17/2017,11,Android,Samsung J7 Perx,Installment,24,Good Credit,0,11,Phone,Regular,Unlimited Freedom,5,150,11
4409,4410,###,South,Store 15,2/5/2017,6,Android,LG G6,Installment,24,Building Credit,200,6.42,Phone,Regular,Unlimited Freedom,5,150,206.42
4410,4411,###,West,Store 20,2/27/2017,9,Android,Samsung S8+,Lease,18,Good Credit,0,35.42,Phone,Promo,Unlimited Freedom,5,120,35.42
4411,4412,###,West,Store 20,1/28/2017,4,Android,Samsung S8+,Installment,24,Building Credit,250,25,Phone,Regular,Unlimited Freedom,5,150,275
4412,4413,###,South,Store 3,2/25/2017,8,Android,Samsung S8,Lease,18,Building Credit,225,18.75,Phone,Promo,Unlimited Freedom,1,50,243.75
4413,4414,###,South,Store 15,3/1/2017,9,Android,Samsung S8,Installment,24,Building Credit,225,21.88,Phone,Regular,Unlimited Freedom,3,90,246.88
4414,4415,###,Midwest,Store 6,1/6/2017,1,Apple,iPhone 7 Plus,Installment,24,Good Credit,0,32.09,Phone,Promo,Unlimited Freedom,1,50,32.09
4415,4416,###,West,Store 8,1/16/2017,3,Android,Samsung S8+,Installment,24,Building Credit,250,25,Phone,Regular,Unlimited Freedom,5,150,275
4416,4417,###,Midwest,Store 18,3/1/2017,9,Android,LG Stylo 3,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,2,80,34.96
4417,4418,###,North East,Store 9,3/4/2017,9,Android,Samsung S8+,Lease,18,Good Credit,0,35.42,Phone,Regular,Unlimited Freedom,2,80,35.42
4418,4419,###,South,Store 11,1/3/2017,1,Android,HTC 10,Installment,24,Building Credit,150,20.8,Phone,Promo,Unlimited Freedom,1,50,170.8
4419,4420,###,Midwest,Store 6,1/28/2017,4,Android,Samsung S8+,Lease,18,Good Credit,0,35.42,Phone,Promo,Unlimited Freedom,5,120,35.42
4420,4421,###,South,Store 3,1/3/2017,1,Android,Samsung S8,Lease,18,Good Credit,0,31.25,Phone,Promo,Unlimited Freedom,5,120,31.25
4421,4422,###,Midwest,Store 18,1/2/2017,1,Android,Samsung S8,Lease,18,Good Credit,0,31.25,Phone,Regular,Unlimited Freedom,1,60,31.25
4422,4423,###,Midwest,Store 14,1/28/2017,4,Android,LG Stylo 3,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,3,90,34.96
4423,4424,###,South,Store 19,1/27/2017,4,Apple,iPhone 7 Plus,Installment,24,Good Credit,0,32.09,Phone,Regular,Unlimited Freedom,2,80,32.09
4424,4425,###,Midwest,Store 14,1/13/2017,2,Android,HTC Bolt,Installment,24,Good Credit,0,25,Phone,Regular,Unlimited Freedom,5,150,25
4425,4426,###,North East,Store 13,2/27/2017,9,Android,LG G6,Installment,24,Good Credit,0,14.75,Phone,Regular,Unlimited Freedom,2,80,14.75
4426,4427,###,West,Store 20,1/21/2017,3,Apple,iPhone 7,Installment,24,Good Credit,0,27.09,Phone,Regular,Unlimited Freedom,1,60,27.09
4427,4428,###,West,Store 4,3/20/2017,12,Android,Samsung S8+,Lease,18,Building Credit,250,21.54,Phone,Regular,Unlimited Freedom,1,60,271.54
4428,4429,###,West,Store 20,3/23/2017,12,Apple,iPhone 6S Plus,Installment,24,Building Credit,100,22.09,Phone,Promo,Unlimited Freedom,5,120,122.09
4429,4430,###,North East,Store 17,1/23/2017,4,Apple,iPhone 7 Plus,Installment,24,Building Credit,200,23.75,Phone,Promo,Unlimited Freedom,1,50,223.75
4430,4431,###,South,Store 3,1/12/2017,2,Apple,iPhone 6S Plus,Installment,24,Building Credit,100,22.09,Phone,Regular,Unlimited Freedom,2,80,122.09
4431,4432,###,West,Store 16,1/6/2017,1,Apple,iPhone 7,Installment,24,Good Credit,0,27.09,Phone,Promo,Unlimited Freedom,5,120,27.09
4432,4433,###,South,Store 15,3/26/2017,13,Android,Samsung S8+,Lease,18,Good Credit,0,35.42,Phone,Regular,Unlimited Freedom,1,60,35.42
4433,4434,###,South,Store 11,1/19/2017,3,Android,Samsung J7 Perx,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,2,80,34.96
4434,4435,###,South,Store 3,2/28/2017,9,Android,Samsung S8+,Lease,18,Building Credit,250,21.54,Phone,Regular,Unlimited Freedom,2,80,271.54
4435,4436,###,Midwest,Store 18,2/23/2017,8,Apple,iPhone 6S Plus,Installment,24,Good Credit,0,26.25,Phone,Promo,Unlimited Freedom,5,120,26.25
4436,4437,###,West,Store 12,3/10/2017,10,Apple,iPhone 6S,Installment,24,Building Credit,75,18.96,Phone,Promo,Unlimited Freedom,5,120,93.96
4437,4438,###,North East,Store 5,3/10/2017,10,Apple,iPhone 7,Lease,18,Building Credit,150,18.76,Phone,Promo,Unlimited Freedom,1,50,168.76
4438,4439,###,North East,Store 1,2/21/2017,8,Android,Samsung S8+,Lease,18,Building Credit,250,21.54,Phone,Regular,Unlimited Freedom,3,90,271.54
4439,4440,###,South,Store 3,3/16/2017,11,Apple,iPhone 6S,Installment,24,Building Credit,75,18.96,Phone,Regular,Unlimited Freedom,1,60,93.96
4440,4441,###,North East,Store 9,3/28/2017,13,Apple,iPhone 6S Plus,Installment,24,Good Credit,0,26.25,Phone,Regular,Unlimited Freedom,1,60,26.25
4441,4442,###,West,Store 16,2/23/2017,8,Android,HTC Bolt,Installment,24,Building Credit,50,22.92,Phone,Regular,Unlimited Freedom,2,80,72.92
4442,4443,###,Midwest,Store 14,3/9/2017,10,Android,Samsung J3 Emerge,Installment,24,Good Credit,0,7,Phone,Regular,Unlimited Freedom,5,150,7
4443,4444,###,North East,Store 1,2/26/2017,9,Android,Samsung J3 Emerge,Installment,24,Good Credit,0,7,Phone,Promo,Unlimited Freedom,5,120,7
4444,4445,###,Midwest,Store 6,3/10/2017,10,Apple,iPhone 6S,Installment,24,Good Credit,0,22.09,Phone,Regular,Unlimited Freedom,1,60,22.09
4445,4446,###,North East,Store 5,1/25/2017,4,Apple,iPhone 7,Lease,18,Good Credit,0,27.09,Phone,Regular,Unlimited Freedom,1,60,27.09
4446,4447,###,Midwest,Store 2,1/18/2017,3,Android,Samsung S8+,Installment,24,Building Credit,250,25,Phone,Regular,Unlimited Freedom,2,80,275
4447,4448,###,North East,Store 1,1/26/2017,4,Android,LG Stylo 3,Installment,24,Good Credit,0,11,Phone,Promo,Unlimited Freedom,5,120,11
4448,4449,###,Midwest,Store 14,2/23/2017,8,Apple,iPhone 7 Plus,Lease,18,Building Credit,200,20.98,Phone,Regular,Unlimited Freedom,3,90,220.98
4449,4450,###,West,Store 20,1/6/2017,1,Android,HTC Bolt,Installment,24,Building Credit,50,22.92,Phone,Regular,Unlimited Freedom,2,80,72.92
4450,4451,###,West,Store 8,1/8/2017,2,Android,LG Stylo 3,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,4,120,34.96
4451,4452,###,West,Store 8,2/2/2017,5,Android,LG Stylo 3,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,2,80,34.96
4452,4453,###,North East,Store 5,1/17/2017,3,Android,LG Stylo 3,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,3,90,34.96
4453,4454,###,North East,Store 13,2/22/2017,8,Android,Samsung J3 Emerge,Installment,24,Good Credit,0,7,Phone,Promo,Unlimited Freedom,1,50,7
4454,4455,###,Midwest,Store 14,3/17/2017,11,Android,Samsung J3 Emerge,Installment,24,Building Credit,25,5.96,Phone,Regular,Unlimited Freedom,3,90,30.96
4455,4456,###,Midwest,Store 2,2/27/2017,9,Apple,iPhone 7,Lease,18,Good Credit,0,27.09,Phone,Regular,Unlimited Freedom,4,120,27.09
4456,4457,###,Midwest,Store 14,3/3/2017,9,Android,LG Stylo 3,Installment,24,Building Credit,25,9.96,Phone,Promo,Unlimited Freedom,1,50,34.96
4457,4458,###,West,Store 4,1/9/2017,2,Android,HTC Bolt,Installment,24,Building Credit,50,22.92,Phone,Promo,Unlimited Freedom,5,120,72.92
4458,4459,###,North East,Store 1,1/6/2017,1,Apple,iPhone 7 Plus,Installment,24,Building Credit,200,23.75,Phone,Promo,Unlimited Freedom,5,120,223.75
4459,4460,###,West,Store 16,2/21/2017,8,Apple,iPhone 7 Plus,Lease,18,Building Credit,200,20.98,Phone,Regular,Unlimited Freedom,5,150,220.98
4460,4461,###,West,Store 4,1/8/2017,2,Android,LG Stylo 3,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,1,60,34.96
4461,4462,###,Midwest,Store 18,1/27/2017,4,Apple,iPhone 6S Plus,Installment,24,Building Credit,100,22.09,Phone,Promo,Unlimited Freedom,1,50,122.09
4462,4463,###,Midwest,Store 10,1/27/2017,4,Android,LG G6,Installment,24,Building Credit,200,6.42,Phone,Regular,Unlimited Freedom,2,80,206.42
4463,4464,###,West,Store 12,2/22/2017,8,Android,LG G6,Installment,24,Good Credit,0,14.75,Phone,Regular,Unlimited Freedom,4,120,14.75
4464,4465,###,North East,Store 9,3/19/2017,12,Android,LG Stylo 3,Installment,24,Building Credit,25,9.96,Phone,Promo,Unlimited Freedom,5,120,34.96
4465,4466,###,Midwest,Store 10,3/21/2017,12,Android,Samsung J7 Perx,Installment,24,Good Credit,0,11,Phone,Regular,Unlimited Freedom,2,80,11
4466,4467,###,West,Store 8,3/4/2017,9,Apple,iPhone 7 Plus,Lease,18,Building Credit,200,20.98,Phone,Regular,Unlimited Freedom,1,60,220.98
4467,4468,###,South,Store 19,3/8/2017,10,Apple,iPhone 7 Plus,Installment,24,Good Credit,0,32.09,Phone,Promo,Unlimited Freedom,1,50,32.09
4468,4469,###,North East,Store 5,1/25/2017,4,Apple,iPhone 6S,Installment,24,Building Credit,75,18.96,Phone,Regular,Unlimited Freedom,2,80,93.96
4469,4470,###,West,Store 20,2/18/2017,7,Apple,iPhone 7 Plus,Lease,18,Good Credit,0,32.09,Phone,Promo,Unlimited Freedom,1,50,32.09
4470,4471,###,North East,Store 9,1/18/2017,3,Android,Samsung S8+,Lease,18,Good Credit,0,35.42,Phone,Regular,Unlimited Freedom,3,90,35.42
4471,4472,###,Midwest,Store 14,3/4/2017,9,Apple,iPhone 6S,Installment,24,Good Credit,0,22.09,Phone,Promo,Unlimited Freedom,5,120,22.09
4472,4473,###,South,Store 7,3/17/2017,11,Android,Samsung S8+,Installment,24,Good Credit,0,35.42,Phone,Regular,Unlimited Freedom,5,150,35.42
4473,4474,###,Midwest,Store 6,2/10/2017,6,Apple,iPhone 7 Plus,Lease,18,Building Credit,200,20.98,Phone,Regular,Unlimited Freedom,4,120,220.98
4474,4475,###,South,Store 7,2/13/2017,7,Android,HTC 10,Installment,24,Building Credit,150,20.8,Phone,Regular,Unlimited Freedom,4,120,170.8
4475,4476,###,South,Store 3,3/27/2017,13,Apple,iPhone 6S,Installment,24,Good Credit,0,22.09,Phone,Regular,Unlimited Freedom,5,150,22.09
4476,4477,###,Midwest,Store 14,1/21/2017,3,Android,LG Stylo 3,Installment,24,Good Credit,0,11,Phone,Regular,Unlimited Freedom,5,150,11
4477,4478,###,North East,Store 9,1/20/2017,3,Apple,iPhone 7,Lease,18,Building Credit,150,18.76,Phone,Regular,Unlimited Freedom,2,80,168.76
4478,4479,###,South,Store 11,2/8/2017,6,Apple,iPhone 7,Lease,18,Good Credit,0,27.09,Phone,Regular,Unlimited Freedom,4,120,27.09
4479,4480,###,Midwest,Store 2,2/22/2017,8,Android,Samsung J3 Emerge,Installment,24,Building Credit,25,5.96,Phone,Regular,Unlimited Freedom,1,60,30.96
4480,4481,###,West,Store 8,1/11/2017,2,Apple,iPhone 7,Lease,18,Good Credit,0,27.09,Phone,Regular,Unlimited Freedom,3,90,27.09
4481,4482,###,North East,Store 13,2/8/2017,6,Android,Samsung S8,Installment,24,Good Credit,0,31.25,Phone,Regular,Unlimited Freedom,3,90,31.25
4482,4483,###,West,Store 4,2/12/2017,7,Android,Samsung S8+,Lease,18,Building Credit,250,21.54,Phone,Regular,Unlimited Freedom,2,80,271.54
4483,4484,###,North East,Store 1,3/5/2017,10,Apple,iPhone 7 Plus,Lease,18,Building Credit,200,20.98,Phone,Regular,Unlimited Freedom,5,150,220.98
4484,4485,###,South,Store 15,2/11/2017,6,Android,Samsung S8,Lease,18,Building Credit,225,18.75,Phone,Promo,Unlimited Freedom,1,50,243.75
4485,4486,###,South,Store 3,3/23/2017,12,Android,Samsung J7 Perx,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,5,150,34.96
4486,4487,###,West,Store 4,3/1/2017,9,Apple,iPhone 7,Lease,18,Building Credit,150,18.76,Phone,Promo,Unlimited Freedom,5,120,168.76
4487,4488,###,Midwest,Store 2,3/9/2017,10,Apple,iPhone 7,Lease,18,Building Credit,150,18.76,Phone,Regular,Unlimited Freedom,4,120,168.76
4488,4489,###,North East,Store 9,3/2/2017,9,Android,Samsung J7 Perx,Installment,24,Good Credit,0,11,Phone,Regular,Unlimited Freedom,2,80,11
4489,4490,###,Midwest,Store 14,1/22/2017,4,Android,Samsung S8,Lease,18,Building Credit,225,18.75,Phone,Regular,Unlimited Freedom,1,60,243.75
4490,4491,###,South,Store 11,3/1/2017,9,Apple,iPhone 6S,Installment,24,Building Credit,75,18.96,Phone,Regular,Unlimited Freedom,4,120,93.96
4491,4492,###,North East,Store 9,2/11/2017,6,Android,LG Stylo 3,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,3,90,34.96
4492,4493,###,South,Store 3,2/17/2017,7,Android,Samsung S8,Lease,18,Building Credit,225,18.75,Phone,Regular,Unlimited Freedom,5,150,243.75
4493,4494,###,West,Store 8,3/18/2017,11,Android,Samsung S8+,Installment,24,Good Credit,0,35.42,Phone,Promo,Unlimited Freedom,5,120,35.42
4494,4495,###,South,Store 19,2/12/2017,7,Apple,iPhone 7 Plus,Lease,18,Good Credit,0,32.09,Phone,Regular,Unlimited Freedom,5,150,32.09
4495,4496,###,South,Store 11,2/6/2017,6,Apple,iPhone 7,Installment,24,Building Credit,150,20.84,Phone,Regular,Unlimited Freedom,1,60,170.84
4496,4497,###,North East,Store 1,3/23/2017,12,Apple,iPhone 7,Lease,18,Building Credit,150,18.76,Phone,Regular,Unlimited Freedom,1,60,168.76
4497,4498,###,West,Store 8,2/19/2017,8,Android,Samsung J7 Perx,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,3,90,34.96
4498,4499,###,West,Store 12,2/24/2017,8,Android,Samsung J3 Emerge,Installment,24,Building Credit,25,5.96,Phone,Regular,Unlimited Freedom,1,60,30.96
4499,4500,###,Midwest,Store 2,2/10/2017,6,Apple,iPhone 7,Installment,24,Building Credit,150,20.84,Phone,Promo,Unlimited Freedom,5,120,170.84
4500,4501,###,Midwest,Store 10,3/6/2017,10,Android,Samsung S8+,Installment,24,Building Credit,250,25,Phone,Promo,Unlimited Freedom,1,50,275
4501,4502,###,North East,Store 9,1/11/2017,2,Apple,iPhone 7,Lease,18,Building Credit,150,18.76,Phone,Promo,Unlimited Freedom,5,120,168.76
4502,4503,###,West,Store 16,1/14/2017,2,Android,Samsung S8,Lease,18,Good Credit,0,31.25,Phone,Promo,Unlimited Freedom,5,120,31.25
4503,4504,###,West,Store 16,2/16/2017,7,Apple,iPhone 7,Installment,24,Building Credit,150,20.84,Phone,Regular,Unlimited Freedom,4,120,170.84
4504,4505,###,Midwest,Store 18,2/9/2017,6,Android,Samsung S8+,Lease,18,Good Credit,0,35.42,Phone,Regular,Unlimited Freedom,1,60,35.42
4505,4506,###,Midwest,Store 6,1/17/2017,3,Android,Samsung S8+,Lease,18,Good Credit,0,35.42,Phone,Regular,Unlimited Freedom,5,150,35.42
4506,4507,###,Midwest,Store 2,3/9/2017,10,Apple,iPhone 7 Plus,Lease,18,Good Credit,0,32.09,Phone,Promo,Unlimited Freedom,5,120,32.09
4507,4508,###,North East,Store 5,3/15/2017,11,Android,Samsung S8+,Lease,18,Good Credit,0,35.42,Phone,Regular,Unlimited Freedom,3,90,35.42
4508,4509,###,Midwest,Store 2,1/8/2017,2,Android,HTC 10,Installment,24,Building Credit,150,20.8,Phone,Regular,Unlimited Freedom,1,60,170.8
4509,4510,###,North East,Store 5,1/5/2017,1,Android,Samsung S8+,Lease,18,Good Credit,0,35.42,Phone,Regular,Unlimited Freedom,3,90,35.42
4510,4511,###,South,Store 11,2/28/2017,9,Android,Samsung S8+,Installment,24,Good Credit,0,35.42,Phone,Regular,Unlimited Freedom,2,80,35.42
4511,4512,###,West,Store 12,2/15/2017,7,Android,Samsung J7 Perx,Installment,24,Building Credit,25,9.96,Phone,Promo,Unlimited Freedom,1,50,34.96
4512,4513,###,South,Store 7,2/24/2017,8,Android,LG G6,Installment,24,Good Credit,0,14.75,Phone,Regular,Unlimited Freedom,5,150,14.75
4513,4514,###,North East,Store 9,1/21/2017,3,Apple,iPhone 7 Plus,Lease,18,Building Credit,200,20.98,Phone,Regular,Unlimited Freedom,3,90,220.98
4514,4515,###,West,Store 20,3/14/2017,11,Android,LG G6,Installment,24,Good Credit,0,14.75,Phone,Regular,Unlimited Freedom,3,90,14.75
4515,4516,###,South,Store 11,3/14/2017,11,Android,Samsung S8,Installment,24,Good Credit,0,31.25,Phone,Promo,Unlimited Freedom,1,50,31.25
4516,4517,###,North East,Store 5,3/18/2017,11,Android,HTC 10,Installment,24,Good Credit,0,24,Phone,Promo,Unlimited Freedom,5,120,24
4517,4518,###,South,Store 15,1/7/2017,1,Apple,iPhone 7 Plus,Lease,18,Building Credit,200,20.98,Phone,Regular,Unlimited Freedom,4,120,220.98
4518,4519,###,North East,Store 5,1/17/2017,3,Android,Samsung J3 Emerge,Installment,24,Building Credit,25,5.96,Phone,Promo,Unlimited Freedom,5,120,30.96
4519,4520,###,Midwest,Store 18,2/12/2017,7,Android,Samsung S8,Lease,18,Building Credit,225,18.75,Phone,Promo,Unlimited Freedom,1,50,243.75
4520,4521,###,West,Store 20,3/27/2017,13,Apple,iPhone 7 Plus,Installment,24,Good Credit,0,32.09,Phone,Regular,Unlimited Freedom,1,60,32.09
4521,4522,###,North East,Store 1,3/12/2017,11,Apple,iPhone 7,Installment,24,Good Credit,0,27.09,Phone,Regular,Unlimited Freedom,2,80,27.09
4522,4523,###,Midwest,Store 2,3/13/2017,11,Apple,iPhone 7 Plus,Lease,18,Good Credit,0,32.09,Phone,Promo,Unlimited Freedom,5,120,32.09
4523,4524,###,North East,Store 9,2/22/2017,8,Apple,iPhone 6S,Installment,24,Good Credit,0,22.09,Phone,Promo,Unlimited Freedom,1,50,22.09
4524,4525,###,Midwest,Store 10,1/22/2017,4,Android,Samsung S8,Installment,24,Building Credit,225,21.88,Phone,Promo,Unlimited Freedom,1,50,246.88
4525,4526,###,Midwest,Store 6,2/9/2017,6,Android,Samsung S8,Installment,24,Good Credit,0,31.25,Phone,Promo,Unlimited Freedom,1,50,31.25
4526,4527,###,South,Store 11,3/23/2017,12,Android,Samsung S8+,Installment,24,Good Credit,0,35.42,Phone,Promo,Unlimited Freedom,1,50,35.42
4527,4528,###,North East,Store 13,3/8/2017,10,Android,HTC Bolt,Installment,24,Building Credit,50,22.92,Phone,Regular,Unlimited Freedom,1,60,72.92
4528,4529,###,South,Store 7,2/22/2017,8,Android,LG Stylo 3,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,1,60,34.96
4529,4530,###,South,Store 15,1/19/2017,3,Apple,iPhone 7,Lease,18,Good Credit,0,27.09,Phone,Regular,Unlimited Freedom,1,60,27.09
4530,4531,###,North East,Store 9,3/12/2017,11,Apple,iPhone 7 Plus,Lease,18,Good Credit,0,32.09,Phone,Regular,Unlimited Freedom,4,120,32.09
4531,4532,###,South,Store 19,1/15/2017,3,Android,HTC 10,Installment,24,Good Credit,0,24,Phone,Regular,Unlimited Freedom,5,150,24
4532,4533,###,West,Store 8,3/15/2017,11,Android,Samsung S8+,Installment,24,Good Credit,0,35.42,Phone,Regular,Unlimited Freedom,4,120,35.42
4533,4534,###,North East,Store 1,3/2/2017,9,Android,Samsung S8+,Installment,24,Building Credit,250,25,Phone,Regular,Unlimited Freedom,1,60,275
4534,4535,###,Midwest,Store 2,3/7/2017,10,Android,Samsung S8+,Installment,24,Building Credit,250,25,Phone,Regular,Unlimited Freedom,3,90,275
4535,4536,###,South,Store 11,2/25/2017,8,Apple,iPhone 7 Plus,Installment,24,Building Credit,200,23.75,Phone,Regular,Unlimited Freedom,5,150,223.75
4536,4537,###,North East,Store 9,1/18/2017,3,Android,Samsung S8,Installment,24,Good Credit,0,31.25,Phone,Regular,Unlimited Freedom,2,80,31.25
4537,4538,###,South,Store 15,2/4/2017,5,Android,HTC 10,Installment,24,Building Credit,150,20.8,Phone,Regular,Unlimited Freedom,4,120,170.8
4538,4539,###,West,Store 16,1/5/2017,1,Android,Samsung S8,Installment,24,Good Credit,0,31.25,Phone,Promo,Unlimited Freedom,5,120,31.25
4539,4540,###,Midwest,Store 2,1/18/2017,3,Apple,iPhone 7 Plus,Lease,18,Good Credit,0,32.09,Phone,Regular,Unlimited Freedom,5,150,32.09
4540,4541,###,West,Store 20,2/3/2017,5,Android,LG G6,Installment,24,Building Credit,200,6.42,Phone,Regular,Unlimited Freedom,5,150,206.42
